Server provider,Specialization,code,Latitude,Longitude,the address,phone,Governorate,area,provider
Care Pharmacies (Dr. Kyrillos Khalil Pharmacy),pharmacies,PH17,26.90266440299682,31.43575752149074,Ahmed Orabi Street - Tama - Sohag,011-03217782,Sohag,Sohag,Misr Insurance
Students Hospital of Asyut University,hospital,PH32,27.190941964245376,31.16210164313327,"55P7+R4C, Besery Way, Asyut 1",2345730-2368371,Asyut,Asyut,AXA Egypt
Al-Zahraa Hospital,hospital,PH76,27.189471650127395,31.180685121651724,"Frial Area, El Galaa Street – East District - Assiut",2311600-2326023,Asyut,Asyut,MetLife Egypt
Saint Maria Hospital,hospital,PH11,27.191981846156125,31.18542592906668,"21 El Hakmdar Street, off El Gomhoureya Street - East District - Assiut",2310515-2322610,Asyut,Asyut,Misr Life Insurance
Nafadi Radiology Center,Radiology Center,PH12,27.186679431210585,31.186186567684288,"El Gomhoureya Street, Othman Towers - Ground Floor",2302800,Asyut,Asyut,Egypt Healthcare
Al Shams Lab,Analysis laboratories,PH04,27.18627048902931,31.18605128302914,22 El Gomhoureya Street - Al Ferdous Tower - above Bank of Cairo - Assiut,19445,Asyut,Asyut,Suez Canal Insurance
Royal Lab,Analysis laboratories,PH44,27.18179654712351,31.186750987964814,"Extending Yosry Ragheb Street, Al Azhar Tower, Assiut",16064,Asyut,Asyut,Misr Insurance
El Mokhtabar,Analysis laboratories,PH17,27.17931922,31.18719755,"Yosry Ragheb Street, Awqaf Building No. 4",2370061,Asyut,Asyut,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH32,27.18191989,31.19087422,"El Mahatta Square, Khaled Ibn El Walid Towers",9203416,Asyut,Asyut,MetLife Egypt
Alfa Labs,Analysis laboratories,PH76,27.18848593,31.19061673,"19 El Gomhoureya Street, El Ra'ey Tower",2299188,Asyut,Asyut,Misr Life Insurance
El Ezaby Pharmacy,pharmacies,PH11,27.18183901,31.18732907,"Mahmoud Rashwan Street, Frial District - Assiut",2325539,Asyut,Asyut,Egypt Healthcare
Care Pharmacies (Dr. Yasser Farouk Ayad Pharmacy),pharmacies,PH12,27.18041886242337,31.188766419616723,Assiut Station - Assiut,011-40166261,Asyut,Asyut,Suez Canal Insurance
Care Pharmacies (Dr. Irene Breeze Youssef Pharmacy),pharmacies,PH04,27.18933823183207,31.18605212371424,"El Gomhoureya Street, East District - Assiut",011-03057607,Asyut,Asyut,Misr Insurance
Care Pharmacies (Ahmed El-Nashar),pharmacies,PH44,27.19132021560893,31.18201806534814,Sohag Assiut Bahary Road - Abou Tieg - Sohag,011-03057606,Asyut,Asyut,AXA Egypt
Luxor International Medical Complex,Luxor International Medical Complex,PH17,25.68726040281161,32.639896073601655,Luxor - Radio and Television Street,952277194,Luxor,Luxor,MetLife Egypt
International Eye Hospital,Specialized eye hospital,PH32,26.17319550288479,32.69516268242004,"Ali Ibn Abi Taleb, Gazirat Al Awameyah, Luxor",19650,Luxor,Luxor,Misr Life Insurance
Al-Radwaniyah Radiology Center,Radiology Center,PH76,25.694092485393078,32.64107007051506,"Moaz Ibn Abi Sofyan, Luxor City, Luxor",2275850,Luxor,Luxor,Egypt Healthcare
Al Borg Laboratory,Analysis laboratories,PH11,25.695017799937133,32.640050906695706,Salah El Din Square - Luxor,2280171,Luxor,Luxor,Suez Canal Insurance
Royal Lab Laboratories,Analysis laboratories,PH12,25.694352521545895,32.63968880664375,"El Telefzyon Street, El Hag Hussein El Belal Building, Luxor",16064,Luxor,Luxor,Misr Insurance
Life Laboratory,Analysis laboratories,PH04,25.689739832776073,32.64076513923006,"El Telefzyon Street, next to Bank Misr",16059,Luxor,Luxor,AXA Egypt
Al-Azaby Pharmacy,pharmacies,PH44,25.69137906196017,32.640749008544574,"El Telefzyon Street, next to Khair Zaman",115322777,Luxor,Luxor,MetLife Egypt
Care Pharmacies (Rania Pharmacy),pharmacies,PH17,25.955854295174536,32.59380281224842,El Telefzyon Street - South Luxor District,011-03217789,Luxor,Luxor,Misr Life Insurance
El Helal Specialized Hospital,hospital,PH32,24.35229669,33.29963555,Sharq El Bandar Street - El Tabea Square,972448020,Aswan,Aswan,Egypt Healthcare
Royal Lab,Analysis laboratories,PH76,24.4080381293761,32.837608125960266,"95 Corniche El Nil Street, First Upper Floor, above Bank of Cairo, Aswan",16064,Aswan,Aswan,Suez Canal Insurance
Al Borg Laboratory,Analysis laboratories,PH11,24.09506976784956,32.89545313452171,"93 Corniche El Nil, above Bank of Alexandria",2309670,Aswan,Aswan,Misr Insurance
El Mokhtabar,Analysis laboratories,PH12,24.48300121052497,32.945790668242026,"Port Said Street, in front of the National Bank, Railway Station - Kom Ombo",3501666,Aswan,Aswan,AXA Egypt
El Mokhtabar,Analysis laboratories,PH04,24.091560226290092,32.89585920669824,"97 Corniche El Nil Street, Mobinil Building",2306721,Aswan,Aswan,MetLife Egypt
El Roumany Pharmacy,pharmacies,PH44,24.23234993,33.06756047,"El Bassaly Street, El Birka - Aswan",2467689,Aswan,Aswan,Misr Life Insurance
Al-Azaby Pharmacy,pharmacies,PH17,29.986275034142587,31.230001457279638,"Corniche El Nil, Chamber of Commerce Building, next to Telecom Egypt",1125333710,Aswan,Aswan,Egypt Healthcare
Care Pharmacies (Dr. Ahmed Jalal Pharmacy),pharmacies,PH32,24.085243378337232,32.90804553831077,El Seel Road - next to the Traffic Department - Aswan,011-19418820,Aswan,Aswan,Suez Canal Insurance
Care Pharmacies (Dr. Ahmed Jalal Rashid's New Pharmacy),pharmacies,PH76,24.098941878744995,32.89984721341666,Corniche El Nil - Aswan Plaza Mall,011-03217786,Aswan,Aswan,Misr Insurance
Matrouh Military Hospital,hospital,PH11,31.349807126927015,27.241410572601673,next to the Governorate Building - Matrouh,4935286-4939344,Marsa Matrouh,Marsa Matrouh,AXA Egypt
Abdullah Eissa Specialized Hospital,hospital,PH12,31.35138337,27.24383773,"18 Abd Allah Eissa Street, off Alexandria Street",4943474-4934823,Marsa Matrouh,Marsa Matrouh,MetLife Egypt
El Mokhtabar,Analysis laboratories,PH04,31.350458180312224,27.241744564351706,"Alexandria Street, in front of Matrouh General Hospital",4945661,Marsa Matrouh,Marsa Matrouh,Misr Life Insurance
Al Borg Laboratory,Analysis laboratories,PH44,31.354710459593647,27.24010427785258,18 El Tahrir Street with Alexandria Street - Marsa Matrouh,4944337,Marsa Matrouh,Marsa Matrouh,Egypt Healthcare
Techno Scan Osama Khalil,Radiology Center,PH17,31.35105331697138,27.242637506643742,Intersection of Abd Allah Eissa Street with Port Said Street,19989,Marsa Matrouh,Marsa Matrouh,Suez Canal Insurance
Al-Halwani's Pharmacy,pharmacies,PH32,31.356262421942773,27.236433883562327,Goul Gamal – Matrouh,4934558,Marsa Matrouh,Marsa Matrouh,Misr Insurance
Dr. Fadl Mutair Pharmacy,pharmacies,PH76,31.35246287,27.23818598,"Shokry El Kawatly Street, next to El Deeb Shop - Matrouh",1008641051,Marsa Matrouh,Marsa Matrouh,AXA Egypt
El Arish Military Hospital,hospital,PH11,31.14439256,33.82898257,"Arish - El Salama District, next to the Security Directorate",3352018,North Sinai,North Sinai,MetLife Egypt
Drahem Pharmacy,pharmacies,PH12,31.51956978,31.85913915,"59 Salah Salem Street, in front of El Rahma Mosque",3341909,North Sinai,North Sinai,Misr Life Insurance
Sharm El Sheikh International Hospital,hospital,PH04,27.88192649,34.30036298,Sharm El Sheikh – El Salam Road – El Nour District,3660893-3661624,South Sinai,South Sinai,Egypt Healthcare
El Fayrouz Lab,Analysis laboratories,PH44,28.2436163,33.6241303,El Mansheya El Qadima Street - El Tor City - South Sinai,01062889088-3776690,South Sinai,South Sinai,Suez Canal Insurance
El Ezaby Pharmacy,pharmacies,PH17,27.86941948,34.31139184,"Sharm El Sheikh - Mercato Mall - Umm El Sayed Plateau, in front of Sharm Reef",3665256,South Sinai,South Sinai,Misr Insurance
El Ezaby Pharmacy,pharmacies,PH32,28.0475876,34.440762,"Sharm El Sheikh - El Khan Mall, in front of Laguna Vista - Nabeq Area",9205486,South Sinai,South Sinai,AXA Egypt
El-Ezaby Pharmacies,pharmacies,PH76,27.916661228662083,34.33239026250332,Sharm El Sheikh - Marriott Hotel - Naama Bay,3600312,South Sinai,South Sinai,MetLife Egypt
Red Sea Hospital,hospital,PH11,27.23631351290346,33.83422313732819,"Zweidan, off El Nasr Street, next to El Qatary Mosque - El Zehar - Hurghada",3543850,Red Sea,Red Sea,Misr Life Insurance
El Hekma Hospital,hospital,PH12,27.2505986,33.81836178,"Main El Nasr Street, in front of the National Bank – El Dahar - Hurghada",3554888-3553999,Red Sea,Red Sea,Egypt Healthcare
Royal Hospital Hurghada,hospital,PH04,27.2266419,33.82618998,"1 Airport Road, in front of Ragjak School, Hurghada",01211113277-09200000,Red Sea,Red Sea,Suez Canal Insurance
The Egyptian Hospital,hospital,PH44,27.19465729,33.83097535,"Hurghada – El Kawthar District, Mubarak – Red Sea",3450318,Red Sea,Red Sea,Misr Insurance
Watany Eye Centre Hurghada,Specialized eye hospital,PH17,27.21716289882545,33.81989059131617,"beside Oriental Weavers, Airport street, Hurghada 1",3483486,Red Sea,Red Sea,AXA Egypt
El Mokhtabar,Analysis laboratories,PH32,29.307961822389977,30.840707248985755,"El Genena Street, intersection of El Eza'a Street, Ras Ghareb",362881,Red Sea,Red Sea,MetLife Egypt
El Mokhtabar,Analysis laboratories,PH76,27.249198169157413,33.8203692167377,"215 El Nasr Street, in front of the Post Office – Hurghada",3541187,Red Sea,Red Sea,Misr Life Insurance
El Ezaby Pharmacy,pharmacies,PH11,27.095489840372384,33.82269472148324,Senzo Mall,3464866,Red Sea,Red Sea,Egypt Healthcare
El Ezaby Pharmacy,pharmacies,PH12,27.24496124116526,33.82906118957661,"Shop No. 2, Ground Floor, Maharem Commercial Center",3547309/308,Red Sea,Red Sea,Suez Canal Insurance
El Ezaby Pharmacy,pharmacies,PH04,27.18901792189629,33.80596472149336,"Abou Ashara Building, in front of the Airport Gate",3462687,Red Sea,Red Sea,Misr Insurance
Al Salam Hospital,hospital,PH44,25.456561125912394,30.547176638676397,"Gamal Abd El Nasser Street, El Kharga, in front of the City Council - El Kharga",7933399-7933377,Red Sea,Red Sea,AXA Egypt
